Date,Average Temperature(℃),Month,Month Name,Year,Season,Season_Index
01/06/1972,21.7,6,Jun,1972,Summer,2
01/07/1972,25.7,7,Jul,1972,Summer,2
01/08/1972,23.1,8,Aug,1972,Summer,2
01/09/1972,19,9,Sep,1972,Autumn,3
01/10/1972,13.8,10,Oct,1972,Autumn,3
01/11/1972,5.2,11,Nov,1972,Autumn,3
01/12/1972,0.6,12,Dec,1972,Winter,4
01/01/1973,0.4,1,Jan,1973,Winter,4
01/02/1973,0.6,2,Feb,1973,Winter,4
01/03/1973,4.5,3,Mar,1973,Spring,1
01/04/1973,12.4,4,Apr,1973,Spring,1
01/05/1973,17.4,5,May,1973,Spring,1
01/06/1973,21.4,6,Jun,1973,Summer,2
01/07/1973,26.8,7,Jul,1973,Summer,2
01/08/1973,25.9,8,Aug,1973,Summer,2
01/09/1973,20.3,9,Sep,1973,Autumn,3
01/10/1973,13,10,Oct,1973,Autumn,3
01/11/1973,4.7,11,Nov,1973,Autumn,3
01/12/1973,-3,12,Dec,1973,Winter,4
01/01/1974,-2.4,1,Jan,1974,Winter,4
01/02/1974,-2.1,2,Feb,1974,Winter,4
01/03/1974,3.7,3,Mar,1974,Spring,1
01/04/1974,10.7,4,Apr,1974,Spring,1
01/05/1974,16.7,5,May,1974,Spring,1
01/06/1974,19.7,6,Jun,1974,Summer,2
01/07/1974,23.5,7,Jul,1974,Summer,2
01/08/1974,25.1,8,Aug,1974,Summer,2
01/09/1974,20.6,9,Sep,1974,Autumn,3
01/10/1974,12.6,10,Oct,1974,Autumn,3
01/11/1974,5.4,11,Nov,1974,Autumn,3
01/12/1974,-0.5,12,Dec,1974,Winter,4
01/01/1975,-2.7,1,Jan,1975,Winter,4
01/02/1975,-0.8,2,Feb,1975,Winter,4
01/03/1975,4.4,3,Mar,1975,Spring,1
01/04/1975,13.3,4,Apr,1975,Spring,1
01/05/1975,16.7,5,May,1975,Spring,1
01/06/1975,21.4,6,Jun,1975,Summer,2
01/07/1975,24.9,7,Jul,1975,Summer,2
01/08/1975,27,8,Aug,1975,Summer,2
01/09/1975,22.6,9,Sep,1975,Autumn,3
01/10/1975,15.4,10,Oct,1975,Autumn,3
01/11/1975,9,11,Nov,1975,Autumn,3
01/12/1975,-1.6,12,Dec,1975,Winter,4
01/01/1976,-3.8,1,Jan,1976,Winter,4
01/02/1976,2.8,2,Feb,1976,Winter,4
01/03/1976,4.8,3,Mar,1976,Spring,1
01/04/1976,11.3,4,Apr,1976,Spring,1
01/05/1976,16.7,5,May,1976,Spring,1
01/06/1976,21.3,6,Jun,1976,Summer,2
01/07/1976,23.1,7,Jul,1976,Summer,2
01/08/1976,23.7,8,Aug,1976,Summer,2
01/09/1976,19.9,9,Sep,1976,Autumn,3
01/10/1976,13.7,10,Oct,1976,Autumn,3
01/11/1976,3.5,11,Nov,1976,Autumn,3
01/12/1976,0.4,12,Dec,1976,Winter,4
01/01/1977,-6.7,1,Jan,1977,Winter,4
01/02/1977,-2.4,2,Feb,1977,Winter,4
01/03/1977,5.4,3,Mar,1977,Spring,1
01/04/1977,12.5,4,Apr,1977,Spring,1
01/05/1977,17.4,5,May,1977,Spring,1
01/06/1977,22.5,6,Jun,1977,Summer,2
01/07/1977,26,7,Jul,1977,Summer,2
01/08/1977,24.6,8,Aug,1977,Summer,2
01/09/1977,21.5,9,Sep,1977,Autumn,3
01/10/1977,16.7,10,Oct,1977,Autumn,3
01/11/1977,7.6,11,Nov,1977,Autumn,3
01/12/1977,2.4,12,Dec,1977,Winter,4
01/01/1978,-2.4,1,Jan,1978,Winter,4
01/02/1978,-2.5,2,Feb,1978,Winter,4
01/03/1978,4.2,3,Mar,1978,Spring,1
01/04/1978,11.5,4,Apr,1978,Spring,1
01/05/1978,18.5,5,May,1978,Spring,1
01/06/1978,21.9,6,Jun,1978,Summer,2
01/07/1978,26.4,7,Jul,1978,Summer,2
01/08/1978,25.8,8,Aug,1978,Summer,2
01/09/1978,20.9,9,Sep,1978,Autumn,3
01/10/1978,14.5,10,Oct,1978,Autumn,3
01/11/1978,7.9,11,Nov,1978,Autumn,3
01/12/1978,1.6,12,Dec,1978,Winter,4
01/01/1979,0.9,1,Jan,1979,Winter,4
01/02/1979,0.6,2,Feb,1979,Winter,4
01/03/1979,6,3,Mar,1979,Spring,1
01/04/1979,11.2,4,Apr,1979,Spring,1
01/05/1979,16.5,5,May,1979,Spring,1
01/06/1979,21.4,6,Jun,1979,Summer,2
01/07/1979,24.3,7,Jul,1979,Summer,2
01/08/1979,25.4,8,Aug,1979,Summer,2
01/09/1979,20.1,9,Sep,1979,Autumn,3
01/10/1979,15.9,10,Oct,1979,Autumn,3
01/11/1979,5.7,11,Nov,1979,Autumn,3
01/12/1979,1.4,12,Dec,1979,Winter,4
01/01/1980,-3.7,1,Jan,1980,Winter,4
01/02/1980,-3.1,2,Feb,1980,Winter,4
01/03/1980,5.2,3,Mar,1980,Spring,1
01/04/1980,10.1,4,Apr,1980,Spring,1
01/05/1980,16.5,5,May,1980,Spring,1
01/06/1980,21.6,6,Jun,1980,Summer,2
01/07/1980,22.7,7,Jul,1980,Summer,2
01/08/1980,22.8,8,Aug,1980,Summer,2
01/09/1980,19.6,9,Sep,1980,Autumn,3
01/10/1980,13,10,Oct,1980,Autumn,3
01/11/1980,8.6,11,Nov,1980,Autumn,3
01/12/1980,-3.8,12,Dec,1980,Winter,4
01/01/1981,-7,1,Jan,1981,Winter,4
01/02/1981,-1.4,2,Feb,1981,Winter,4
01/03/1981,5.7,3,Mar,1981,Spring,1
01/04/1981,11.9,4,Apr,1981,Spring,1
01/05/1981,15.9,5,May,1981,Spring,1
01/06/1981,21.8,6,Jun,1981,Summer,2
01/07/1981,25.4,7,Jul,1981,Summer,2
01/08/1981,24.5,8,Aug,1981,Summer,2
01/09/1981,20,9,Sep,1981,Autumn,3
01/10/1981,13.4,10,Oct,1981,Autumn,3
01/11/1981,3.6,11,Nov,1981,Autumn,3
01/12/1981,0.1,12,Dec,1981,Winter,4
01/01/1982,-3.5,1,Jan,1982,Winter,4
01/02/1982,0.6,2,Feb,1982,Winter,4
01/03/1982,5.9,3,Mar,1982,Spring,1
01/04/1982,12.3,4,Apr,1982,Spring,1
01/05/1982,17.9,5,May,1982,Spring,1
01/06/1982,21.9,6,Jun,1982,Summer,2
01/07/1982,25.1,7,Jul,1982,Summer,2
01/08/1982,25.4,8,Aug,1982,Summer,2
01/09/1982,20.8,9,Sep,1982,Autumn,3
01/10/1982,15.8,10,Oct,1982,Autumn,3
01/11/1982,7.9,11,Nov,1982,Autumn,3
01/12/1982,-0.1,12,Dec,1982,Winter,4
01/01/1983,-1.7,1,Jan,1983,Winter,4
01/02/1983,-1.7,2,Feb,1983,Winter,4
01/03/1983,6.4,3,Mar,1983,Spring,1
01/04/1983,13.6,4,Apr,1983,Spring,1
01/05/1983,18.5,5,May,1983,Spring,1
01/06/1983,22.2,6,Jun,1983,Summer,2
01/07/1983,23.6,7,Jul,1983,Summer,2
01/08/1983,26,8,Aug,1983,Summer,2
01/09/1983,22,9,Sep,1983,Autumn,3
01/10/1983,14.2,10,Oct,1983,Autumn,3
01/11/1983,6.7,11,Nov,1983,Autumn,3
01/12/1983,-1.1,12,Dec,1983,Winter,4
01/01/1984,-5.9,1,Jan,1984,Winter,4
01/02/1984,-3.5,2,Feb,1984,Winter,4
01/03/1984,2.5,3,Mar,1984,Spring,1
01/04/1984,12.1,4,Apr,1984,Spring,1
01/05/1984,18.2,5,May,1984,Spring,1
01/06/1984,22.6,6,Jun,1984,Summer,2
01/07/1984,25.2,7,Jul,1984,Summer,2
01/08/1984,26.3,8,Aug,1984,Summer,2
01/09/1984,20.1,9,Sep,1984,Autumn,3
01/10/1984,13.8,10,Oct,1984,Autumn,3
01/11/1984,8.1,11,Nov,1984,Autumn,3
01/12/1984,-0.9,12,Dec,1984,Winter,4
01/01/1985,-5.9,1,Jan,1985,Winter,4
01/02/1985,-0.3,2,Feb,1985,Winter,4
01/03/1985,4.3,3,Mar,1985,Spring,1
01/04/1985,11.6,4,Apr,1985,Spring,1
01/05/1985,18.1,5,May,1985,Spring,1
01/06/1985,22.1,6,Jun,1985,Summer,2
01/07/1985,25.3,7,Jul,1985,Summer,2
01/08/1985,26.3,8,Aug,1985,Summer,2
01/09/1985,20.2,9,Sep,1985,Autumn,3
01/10/1985,14.7,10,Oct,1985,Autumn,3
01/11/1985,5.6,11,Nov,1985,Autumn,3
01/12/1985,-3.4,12,Dec,1985,Winter,4
01/01/1986,-5.4,1,Jan,1986,Winter,4
01/02/1986,-3.3,2,Feb,1986,Winter,4
01/03/1986,4.9,3,Mar,1986,Spring,1
01/04/1986,11.9,4,Apr,1986,Spring,1
01/05/1986,17.1,5,May,1986,Spring,1
01/06/1986,21.9,6,Jun,1986,Summer,2
01/07/1986,23.5,7,Jul,1986,Summer,2
01/08/1986,24.5,8,Aug,1986,Summer,2
01/09/1986,19.9,9,Sep,1986,Autumn,3
01/10/1986,12.7,10,Oct,1986,Autumn,3
01/11/1986,5.2,11,Nov,1986,Autumn,3
01/12/1986,1.9,12,Dec,1986,Winter,4
01/01/1987,-3,1,Jan,1987,Winter,4
01/02/1987,-0.1,2,Feb,1987,Winter,4
01/03/1987,4,3,Mar,1987,Spring,1
01/04/1987,10.8,4,Apr,1987,Spring,1
01/05/1987,17,5,May,1987,Spring,1
01/06/1987,22.4,6,Jun,1987,Summer,2
01/07/1987,23.7,7,Jul,1987,Summer,2
01/08/1987,24.4,8,Aug,1987,Summer,2
01/09/1987,20.1,9,Sep,1987,Autumn,3
01/10/1987,15.5,10,Oct,1987,Autumn,3
01/11/1987,7.5,11,Nov,1987,Autumn,3
01/12/1987,0.9,12,Dec,1987,Winter,4
01/01/1988,-2.1,1,Jan,1988,Winter,4
01/02/1988,-1.5,2,Feb,1988,Winter,4
01/03/1988,4.3,3,Mar,1988,Spring,1
01/04/1988,11.3,4,Apr,1988,Spring,1
01/05/1988,17.9,5,May,1988,Spring,1
01/06/1988,22.3,6,Jun,1988,Summer,2
01/07/1988,24.4,7,Jul,1988,Summer,2
01/08/1988,26.4,8,Aug,1988,Summer,2
01/09/1988,21.4,9,Sep,1988,Autumn,3
01/10/1988,15,10,Oct,1988,Autumn,3
01/11/1988,5.5,11,Nov,1988,Autumn,3
01/12/1988,0.1,12,Dec,1988,Winter,4
01/01/1989,0.8,1,Jan,1989,Winter,4
01/02/1989,2.4,2,Feb,1989,Winter,4
01/03/1989,6.1,3,Mar,1989,Spring,1
01/04/1989,14.3,4,Apr,1989,Spring,1
01/05/1989,17.9,5,May,1989,Spring,1
01/06/1989,21.2,6,Jun,1989,Summer,2
01/07/1989,24.5,7,Jul,1989,Summer,2
01/08/1989,25.5,8,Aug,1989,Summer,2
01/09/1989,20.7,9,Sep,1989,Autumn,3
01/10/1989,13.6,10,Oct,1989,Autumn,3
01/11/1989,7.1,11,Nov,1989,Autumn,3
01/12/1989,1.4,12,Dec,1989,Winter,4
01/01/1990,-3.2,1,Jan,1990,Winter,4
01/02/1990,2.7,2,Feb,1990,Winter,4
01/03/1990,7.2,3,Mar,1990,Spring,1
01/04/1990,11.3,4,Apr,1990,Spring,1
01/05/1990,16.2,5,May,1990,Spring,1
01/06/1990,20.7,6,Jun,1990,Summer,2
01/07/1990,24.9,7,Jul,1990,Summer,2
01/08/1990,26.4,8,Aug,1990,Summer,2
01/09/1990,21.1,9,Sep,1990,Autumn,3
01/10/1990,15.4,10,Oct,1990,Autumn,3
01/11/1990,10,11,Nov,1990,Autumn,3
01/12/1990,0.8,12,Dec,1990,Winter,4
01/01/1991,-2.6,1,Jan,1991,Winter,4
01/02/1991,-0.9,2,Feb,1991,Winter,4
01/03/1991,4.9,3,Mar,1991,Spring,1
01/04/1991,13,4,Apr,1991,Spring,1
01/05/1991,17.5,5,May,1991,Spring,1
01/06/1991,22.6,6,Jun,1991,Summer,2
01/07/1991,24.3,7,Jul,1991,Summer,2
01/08/1991,25.5,8,Aug,1991,Summer,2
01/09/1991,21.1,9,Sep,1991,Autumn,3
01/10/1991,13.8,10,Oct,1991,Autumn,3
01/11/1991,6.5,11,Nov,1991,Autumn,3
01/12/1991,2.2,12,Dec,1991,Winter,4
01/01/1992,-0.2,1,Jan,1992,Winter,4
01/02/1992,0.7,2,Feb,1992,Winter,4
01/03/1992,7.6,3,Mar,1992,Spring,1
01/04/1992,12,4,Apr,1992,Spring,1
01/05/1992,16.4,5,May,1992,Spring,1
01/06/1992,20.9,6,Jun,1992,Summer,2
01/07/1992,24.8,7,Jul,1992,Summer,2
01/08/1992,24.8,8,Aug,1992,Summer,2
01/09/1992,20.9,9,Sep,1992,Autumn,3
01/10/1992,14,10,Oct,1992,Autumn,3
01/11/1992,6.2,11,Nov,1992,Autumn,3
01/12/1992,1.5,12,Dec,1992,Winter,4
01/01/1993,-1.9,1,Jan,1993,Winter,4
01/02/1993,1,2,Feb,1993,Winter,4
01/03/1993,5.8,3,Mar,1993,Spring,1
01/04/1993,10.6,4,Apr,1993,Spring,1
01/05/1993,18.2,5,May,1993,Spring,1
01/06/1993,21.3,6,Jun,1993,Summer,2
01/07/1993,23.3,7,Jul,1993,Summer,2
01/08/1993,23.2,8,Aug,1993,Summer,2
01/09/1993,21.2,9,Sep,1993,Autumn,3
01/10/1993,13.4,10,Oct,1993,Autumn,3
01/11/1993,8.5,11,Nov,1993,Autumn,3
01/12/1993,-0.2,12,Dec,1993,Winter,4
01/01/1994,-0.9,1,Jan,1994,Winter,4
01/02/1994,0.8,2,Feb,1994,Winter,4
01/03/1994,4,3,Mar,1994,Spring,1
01/04/1994,15.2,4,Apr,1994,Spring,1
01/05/1994,17.9,5,May,1994,Spring,1
01/06/1994,22.8,6,Jun,1994,Summer,2
01/07/1994,28.5,7,Jul,1994,Summer,2
01/08/1994,27.6,8,Aug,1994,Summer,2
01/09/1994,21,9,Sep,1994,Autumn,3
01/10/1994,15.2,10,Oct,1994,Autumn,3
01/11/1994,9.3,11,Nov,1994,Autumn,3
01/12/1994,1.1,12,Dec,1994,Winter,4
01/01/1995,-2.1,1,Jan,1995,Winter,4
01/02/1995,1.2,2,Feb,1995,Winter,4
01/03/1995,6,3,Mar,1995,Spring,1
01/04/1995,11.3,4,Apr,1995,Spring,1
01/05/1995,17.1,5,May,1995,Spring,1
01/06/1995,21.6,6,Jun,1995,Summer,2
01/07/1995,24.5,7,Jul,1995,Summer,2
01/08/1995,26,8,Aug,1995,Summer,2
01/09/1995,20,9,Sep,1995,Autumn,3
01/10/1995,15.5,10,Oct,1995,Autumn,3
01/11/1995,6.2,11,Nov,1995,Autumn,3
01/12/1995,-1,12,Dec,1995,Winter,4
01/01/1996,-2.2,1,Jan,1996,Winter,4
01/02/1996,-1.6,2,Feb,1996,Winter,4
01/03/1996,4.9,3,Mar,1996,Spring,1
01/04/1996,10.2,4,Apr,1996,Spring,1
01/05/1996,18.4,5,May,1996,Spring,1
01/06/1996,22.3,6,Jun,1996,Summer,2
01/07/1996,24.4,7,Jul,1996,Summer,2
01/08/1996,26,8,Aug,1996,Summer,2
01/09/1996,22,9,Sep,1996,Autumn,3
01/10/1996,14.5,10,Oct,1996,Autumn,3
01/11/1996,6.1,11,Nov,1996,Autumn,3
01/12/1996,1.6,12,Dec,1996,Winter,4
01/01/1997,-3.3,1,Jan,1997,Winter,4
01/02/1997,0.7,2,Feb,1997,Winter,4
01/03/1997,6.8,3,Mar,1997,Spring,1
01/04/1997,13,4,Apr,1997,Spring,1
01/05/1997,17,5,May,1997,Spring,1
01/06/1997,23.4,6,Jun,1997,Summer,2
01/07/1997,26.1,7,Jul,1997,Summer,2
01/08/1997,26.8,8,Aug,1997,Summer,2
01/09/1997,20.2,9,Sep,1997,Autumn,3
01/10/1997,13.4,10,Oct,1997,Autumn,3
01/11/1997,8.8,11,Nov,1997,Autumn,3
01/12/1997,1.8,12,Dec,1997,Winter,4
01/01/1998,-1.3,1,Jan,1998,Winter,4
01/02/1998,3.4,2,Feb,1998,Winter,4
01/03/1998,7.3,3,Mar,1998,Spring,1
01/04/1998,15.6,4,Apr,1998,Spring,1
01/05/1998,19,5,May,1998,Spring,1
01/06/1998,21.9,6,Jun,1998,Summer,2
01/07/1998,24.9,7,Jul,1998,Summer,2
01/08/1998,25,8,Aug,1998,Summer,2
01/09/1998,23,9,Sep,1998,Autumn,3
01/10/1998,17,10,Oct,1998,Autumn,3
01/11/1998,7.3,11,Nov,1998,Autumn,3
01/12/1998,2.3,12,Dec,1998,Winter,4
01/01/1999,-0.8,1,Jan,1999,Winter,4
01/02/1999,0.7,2,Feb,1999,Winter,4
01/03/1999,6.7,3,Mar,1999,Spring,1
01/04/1999,13.9,4,Apr,1999,Spring,1
01/05/1999,17.5,5,May,1999,Spring,1
01/06/1999,23.1,6,Jun,1999,Summer,2
01/07/1999,25.9,7,Jul,1999,Summer,2
01/08/1999,26,8,Aug,1999,Summer,2
01/09/1999,22.9,9,Sep,1999,Autumn,3
01/10/1999,14.3,10,Oct,1999,Autumn,3
01/11/1999,7.9,11,Nov,1999,Autumn,3
01/12/1999,0.4,12,Dec,1999,Winter,4
01/01/2000,-2.1,1,Jan,2000,Winter,4
01/02/2000,-1.7,2,Feb,2000,Winter,4
01/03/2000,6.3,3,Mar,2000,Spring,1
01/04/2000,11.9,4,Apr,2000,Spring,1
01/05/2000,17.5,5,May,2000,Spring,1
01/06/2000,23.7,6,Jun,2000,Summer,2
01/07/2000,26.8,7,Jul,2000,Summer,2
01/08/2000,26.2,8,Aug,2000,Summer,2
01/09/2000,20.7,9,Sep,2000,Autumn,3
01/10/2000,14.9,10,Oct,2000,Autumn,3
01/11/2000,7,11,Nov,2000,Autumn,3
01/12/2000,0.9,12,Dec,2000,Winter,4
01/01/2001,-4.1,1,Jan,2001,Winter,4
01/02/2001,-0.3,2,Feb,2001,Winter,4
01/03/2001,5,3,Mar,2001,Spring,1
01/04/2001,13.6,4,Apr,2001,Spring,1
01/05/2001,19.1,5,May,2001,Spring,1
01/06/2001,22.5,6,Jun,2001,Summer,2
01/07/2001,25.9,7,Jul,2001,Summer,2
01/08/2001,26.5,8,Aug,2001,Summer,2
01/09/2001,22.5,9,Sep,2001,Autumn,3
01/10/2001,16.5,10,Oct,2001,Autumn,3
01/11/2001,7,11,Nov,2001,Autumn,3
01/12/2001,-0.6,12,Dec,2001,Winter,4
01/01/2002,0.3,1,Jan,2002,Winter,4
01/02/2002,2.9,2,Feb,2002,Winter,4
01/03/2002,7.6,3,Mar,2002,Spring,1
01/04/2002,13.6,4,Apr,2002,Spring,1
01/05/2002,18.2,5,May,2002,Spring,1
01/06/2002,22.2,6,Jun,2002,Summer,2
01/07/2002,25.2,7,Jul,2002,Summer,2
01/08/2002,24.2,8,Aug,2002,Summer,2
01/09/2002,21.6,9,Sep,2002,Autumn,3
01/10/2002,12.8,10,Oct,2002,Autumn,3
01/11/2002,4,11,Nov,2002,Autumn,3
01/12/2002,1.7,12,Dec,2002,Winter,4
01/01/2003,-2.5,1,Jan,2003,Winter,4
01/02/2003,2.7,2,Feb,2003,Winter,4
01/03/2003,6.5,3,Mar,2003,Spring,1
01/04/2003,13.2,4,Apr,2003,Spring,1
01/05/2003,19.6,5,May,2003,Spring,1
01/06/2003,21.5,6,Jun,2003,Summer,2
01/07/2003,23.8,7,Jul,2003,Summer,2
01/08/2003,24.1,8,Aug,2003,Summer,2
01/09/2003,20.9,9,Sep,2003,Autumn,3
01/10/2003,13.9,10,Oct,2003,Autumn,3
01/11/2003,9.5,11,Nov,2003,Autumn,3
01/12/2003,0.7,12,Dec,2003,Winter,4
01/01/2004,-1.5,1,Jan,2004,Winter,4
01/02/2004,2.3,2,Feb,2004,Winter,4
01/03/2004,6.3,3,Mar,2004,Spring,1
01/04/2004,13.1,4,Apr,2004,Spring,1
01/05/2004,17.6,5,May,2004,Spring,1
01/06/2004,23.2,6,Jun,2004,Summer,2
01/07/2004,24.8,7,Jul,2004,Summer,2
01/08/2004,26.1,8,Aug,2004,Summer,2
01/09/2004,21.7,9,Sep,2004,Autumn,3
01/10/2004,15.2,10,Oct,2004,Autumn,3
01/11/2004,9.1,11,Nov,2004,Autumn,3
01/12/2004,1.9,12,Dec,2004,Winter,4
01/01/2005,-2.5,1,Jan,2005,Winter,4
01/02/2005,-1.9,2,Feb,2005,Winter,4
01/03/2005,4.1,3,Mar,2005,Spring,1
01/04/2005,13.2,4,Apr,2005,Spring,1
01/05/2005,17.7,5,May,2005,Spring,1
01/06/2005,22.7,6,Jun,2005,Summer,2
01/07/2005,25.3,7,Jul,2005,Summer,2
01/08/2005,25.1,8,Aug,2005,Summer,2
01/09/2005,21.8,9,Sep,2005,Autumn,3
01/10/2005,14.7,10,Oct,2005,Autumn,3
01/11/2005,8.6,11,Nov,2005,Autumn,3
01/12/2005,-3.9,12,Dec,2005,Winter,4
01/01/2006,-0.2,1,Jan,2006,Winter,4
01/02/2006,0.1,2,Feb,2006,Winter,4
01/03/2006,5.2,3,Mar,2006,Spring,1
01/04/2006,11.6,4,Apr,2006,Spring,1
01/05/2006,18.4,5,May,2006,Spring,1
01/06/2006,21.8,6,Jun,2006,Summer,2
01/07/2006,23.1,7,Jul,2006,Summer,2
01/08/2006,27,8,Aug,2006,Summer,2
01/09/2006,21.1,9,Sep,2006,Autumn,3
01/10/2006,17.9,10,Oct,2006,Autumn,3
01/11/2006,8.4,11,Nov,2006,Autumn,3
01/12/2006,1.4,12,Dec,2006,Winter,4
01/01/2007,0.4,1,Jan,2007,Winter,4
01/02/2007,4,2,Feb,2007,Winter,4
01/03/2007,6.1,3,Mar,2007,Spring,1
01/04/2007,11.4,4,Apr,2007,Spring,1
01/05/2007,18.1,5,May,2007,Spring,1
01/06/2007,23.2,6,Jun,2007,Summer,2
01/07/2007,24.2,7,Jul,2007,Summer,2
01/08/2007,26.5,8,Aug,2007,Summer,2
01/09/2007,21.5,9,Sep,2007,Autumn,3
01/10/2007,15.1,10,Oct,2007,Autumn,3
01/11/2007,6.7,11,Nov,2007,Autumn,3
01/12/2007,1.8,12,Dec,2007,Winter,4
01/01/2008,-1.7,1,Jan,2008,Winter,4
01/02/2008,-1.2,2,Feb,2008,Winter,4
01/03/2008,7.3,3,Mar,2008,Spring,1
01/04/2008,14.1,4,Apr,2008,Spring,1
01/05/2008,17.7,5,May,2008,Spring,1
01/06/2008,21.5,6,Jun,2008,Summer,2
01/07/2008,25.1,7,Jul,2008,Summer,2
01/08/2008,25.3,8,Aug,2008,Summer,2
01/09/2008,22,9,Sep,2008,Autumn,3
01/10/2008,16.1,10,Oct,2008,Autumn,3
01/11/2008,7.6,11,Nov,2008,Autumn,3
01/12/2008,1.1,12,Dec,2008,Winter,4
01/01/2009,-2,1,Jan,2009,Winter,4
01/02/2009,2.9,2,Feb,2009,Winter,4
01/03/2009,6,3,Mar,2009,Spring,1
01/04/2009,12.7,4,Apr,2009,Spring,1
01/05/2009,19.1,5,May,2009,Spring,1
01/06/2009,22.4,6,Jun,2009,Summer,2
01/07/2009,24.3,7,Jul,2009,Summer,2
01/08/2009,25.7,8,Aug,2009,Summer,2
01/09/2009,21.8,9,Sep,2009,Autumn,3
01/10/2009,16,10,Oct,2009,Autumn,3
01/11/2009,6.9,11,Nov,2009,Autumn,3
01/12/2009,-1,12,Dec,2009,Winter,4
01/01/2010,-4.5,1,Jan,2010,Winter,4
01/02/2010,1.4,2,Feb,2010,Winter,4
01/03/2010,4.3,3,Mar,2010,Spring,1
01/04/2010,9.5,4,Apr,2010,Spring,1
01/05/2010,17.2,5,May,2010,Spring,1
01/06/2010,23.4,6,Jun,2010,Summer,2
01/07/2010,25.8,7,Jul,2010,Summer,2
01/08/2010,26.5,8,Aug,2010,Summer,2
01/09/2010,21.8,9,Sep,2010,Autumn,3
01/10/2010,14.5,10,Oct,2010,Autumn,3
01/11/2010,6.5,11,Nov,2010,Autumn,3
01/12/2010,-1.3,12,Dec,2010,Winter,4
01/01/2011,-7.2,1,Jan,2011,Winter,4
01/02/2011,1.2,2,Feb,2011,Winter,4
01/03/2011,3.6,3,Mar,2011,Spring,1
01/04/2011,10.7,4,Apr,2011,Spring,1
